service_provider,name_service,type_education,terms_service,service_forms,service_price,phone_numbers,web_site,e-mail,area_activity,classroom_hours
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Курсы ораторского мастерства,Повышение квалификации,52,Очная,26800,+7 (3452) 579-799,https://tumen.videoforme.ru/,kruchkova@spbsot.ru,Культура и искусство,20
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Курсы актерского мастерства,Повышение квалификации,32,Очная,17900,+7 (3452) 579-799,https://tumen.videoforme.ru/,kruchkova@spbsot.ru,Культура и искусство,10
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Аналитик данных ,Повышение квалификации,66,Очно-заочная,69200,+7 (3452) 579-799,https://tumen.videoforme.ru/,kruchkova@spbsot.ru,Связь и ИКТ,20
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Курсы копирайтинга,Повышение квалификации,26,Очно-заочная,12600,+7 (3452) 579-799,https://tumen.videoforme.ru/,kruchkova@spbsot.ru,СМИ/Издательство и типография,10
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Курсы создания и продвижение ленденга на Tilda,Повышение квалификации,26,Очно-заочная,12000,+7 (3452) 579-799,https://tumen.videoforme.ru/,kruchkova@spbsot.ru,Связь и ИКТ,10
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Курсы контекстной рекламы,Повышение квалификации,20,Очно-заочная,11900,+7 (3452) 579-799,https://tumen.videoforme.ru/,kruchkova@spbsot.ru,Связь и ИКТ,10
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Курсы рисования в Photoshop,Повышение квалификации,26,Очно-заочная,11400,+7 (3452) 579-799,https://tumen.videoforme.ru/,kruchkova@spbsot.ru,Связь и ИКТ,10
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Курсы Python для начинающих,Повышение квалификации,42,Очно-заочная,19400,+7 (3452) 579-799,https://tumen.videoforme.ru/,kruchkova@spbsot.ru,Связь и ИКТ,20
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Курсы Python для аналитиков,Повышение квалификации,20,Очно-заочная,30400,+7 (3452) 579-799,https://tumen.videoforme.ru/,kruchkova@spbsot.ru,Связь и ИКТ,10
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Курсы SQL для аналитиков,Повышение квалификации,20,Очно-заочная,15800,+7 (3452) 579-799,https://tumen.videoforme.ru/,kruchkova@spbsot.ru,Связь и ИКТ,10
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Курсы веб-дизайна для начинающих,Повышение квалификации,26,Очно-заочная,10200,+7 (3452) 579-799,https://tumen.videoforme.ru/,kruchkova@spbsot.ru,Связь и ИКТ,10
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Курсы графического дизайна,Повышение квалификации,26,Очно-заочная,10200,+7 (3452) 579-799,https://tumen.videoforme.ru/,kruchkova@spbsot.ru,Связь и ИКТ,10
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Курсы флористики 1 ступень ,Повышение квалификации,16,Очно-заочная,8800,+7 (3452) 579-799,https://tumen.videoforme.ru/,kruchkova@spbsot.ru,Архитектура/Проектирование/Геодезия/Топография/Дизайн,8
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Курсы фотошопа для начинающих,Повышение квалификации,26,Очно-заочная,10200,+7 (3452) 579-799,https://tumen.videoforme.ru/,kruchkova@spbsot.ru,Связь и ИКТ,10
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Курсы ланшафтного дизайна,Повышение квалификации,26,Очно-заочная,15200,+7 (3452) 579-799,https://tumen.videoforme.ru/,kruchkova@spbsot.ru,Архитектура/Проектирование/Геодезия/Топография/Дизайн,10
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Курсы дизайна интерьера,Повышение квалификации,38,Очно-заочная,15300,+7 (3452) 579-799,https://tumen.videoforme.ru/,kruchkova@spbsot.ru,Архитектура/Проектирование/Геодезия/Топография/Дизайн,20
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Курсы психологии для себя: ментальное здоровье,Повышение квалификации,26,Очно-заочная,11400,+7 (3452) 579-799,https://tumen.videoforme.ru/,kruchkova@spbsot.ru,Образование и наука,10
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Курсы анимации ,Повышение квалификации,27,Очно-заочная,15500,+7 (3452) 579-799,https://tumen.videoforme.ru/,kruchkova@spbsot.ru,Связь и ИКТ,10
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,3D-generalist в Blender,Повышение квалификации,50,Очно-заочная,26000,+7 (3452) 579-799,https://tumen.videoforme.ru/,kruchkova@spbsot.ru,Связь и ИКТ,20
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,3D-визуализатор интерьера,Повышение квалификации,39,Очно-заочная,19800,+7 (3452) 579-799,https://tumen.videoforme.ru/,kruchkova@spbsot.ru,Архитектура/Проектирование/Геодезия/Топография/Дизайн,20
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Мультипликатор,Повышение квалификации,133,Очно-заочная,34800,+7 (3452) 579-799,https://tumen.videoforme.ru/,kruchkova@spbsot.ru,Связь и ИКТ,36
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Курсы скульптинга персонажей в Blender 3D,Повышение квалификации,40,Очно-заочная,18200,+7 (3452) 579-799,https://tumen.videoforme.ru/,kruchkova@spbsot.ru,Связь и ИКТ,20
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Курсы веб-аналитики,Повышение квалификации,16,Очно-заочная,6800,+7 (3452) 579-799,https://tumen.videoforme.ru/,kruchkova@spbsot.ru,Связь и ИКТ,8
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Курсы Blender 3D,Повышение квалификации,26,Очно-заочная,11600,+7 (3452) 579-799,https://tumen.videoforme.ru/,kruchkova@spbsot.ru,Связь и ИКТ,10
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Курсы психологии для начинающих ,Повышение квалификации,16,Очно-заочная,8200,+7 (3452) 579-799,https://tumen.videoforme.ru/,kruchkova@spbsot.ru,Образование и наука,8
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Курсы повышения квалификации психологов,Повышение квалификации,140,Очно-заочная,53200,+7 (3452) 579-799,https://tumen.videoforme.ru/,kruchkova@spbsot.ru,Образование и наука,36
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Курсы сказкотерапии,Повышение квалификации,20,Очно-заочная,11400,+7 (3452) 579-799,https://tumen.videoforme.ru/,kruchkova@spbsot.ru,Образование и наука,10
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Курсы публичных выступлений,Повышение квалификации,72,Очно-заочная,33400,+7 (3452) 579-799,https://tumen.videoforme.ru/,kruchkova@spbsot.ru,Образование и наука,36
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Курсы эмоционального раскрепощения,Повышение квалификации,19,Очно-заочная,12400,+7 (3452) 579-799,https://tumen.videoforme.ru/,kruchkova@spbsot.ru,Образование и наука,10
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Курсы ведущих мероприятий,Повышение квалификации,26,Очно-заочная,13500,+7 (3452) 579-799,https://tumen.videoforme.ru/,kruchkova@spbsot.ru,Образование и наука,10
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Курсы подбора персонала,Повышение квалификации,16,Очно-заочная,6800,+7 (3452) 579-799,https://tumen.videoforme.ru/,kruchkova@spbsot.ru,Административно-управленческая и офисная деятельность,8
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Курсы когнитивно-поведенческой терапии,Повышение квалификации,43,Очно-заочная,16200,+7 (3452) 579-799,https://tumen.videoforme.ru/,kruchkova@spbsot.ru,Образование и наука,20
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Курсы фотографии для начинающих ,Повышение квалификации,16,Очно-заочная,6800,+7 (3452) 579-799,https://tumen.videoforme.ru/,kruchkova@spbsot.ru,СМИ/Издательство и типография,8
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Курсы режиссуры,Повышение квалификации,26,Очно-заочная,12900,+7 (3452) 579-799,https://tumen.videoforme.ru/,kruchkova@spbsot.ru,Культура и искусство,10
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Курсы рисования для начинающих,Повышение квалификации,26,Очно-заочная,9800,+7 (3452) 579-799,https://tumen.videoforme.ru/,kruchkova@spbsot.ru,Культура и искусство,10
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,КПТ-психолог,Повышение квалификации,187,Очно-заочная,51100,+7 (3452) 579-799,https://tumen.videoforme.ru/,kruchkova@spbsot.ru,Образование и наука,90
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Курсы видеосъёмки и монтажа,Повышение квалификации,20,Очно-заочная,12800,+7 (3452) 579-799,https://tumen.videoforme.ru/,kruchkova@spbsot.ru,СМИ/Издательство и типография,10
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Курсы продвижения в социальных сетях,Повышение квалификации,30,Очно-заочная,18200,+7 (3452) 579-799,https://tumen.videoforme.ru/,kruchkova@spbsot.ru,Связь и ИКТ,10
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Таргетолог,Повышение квалификации,52,Очно-заочная,22000,+7 (3452) 579-799,https://tumen.videoforme.ru/,kruchkova@spbsot.ru,Связь и ИКТ,20
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Курсы таргетированной рекламы,Повышение квалификации,16,Очно-заочная,9100,+7 (3452) 579-799,https://tumen.videoforme.ru/,kruchkova@spbsot.ru,Связь и ИКТ,8
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,CRM-маркетолог,Повышение квалификации,36,Очно-заочная,17000,+7 (3452) 579-799,https://tumen.videoforme.ru/,kruchkova@spbsot.ru,Связь и ИКТ,18
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Курсы JavaScript,Повышение квалификации,30,Очно-заочная,22300,+7 (3452) 579-799,https://tumen.videoforme.ru/,kruchkova@spbsot.ru,Связь и ИКТ,10
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Курсы ручного тестирования,Повышение квалификации,24,Очно-заочная,18300,+7 (3452) 579-799,https://tumen.videoforme.ru/,kruchkova@spbsot.ru,Связь и ИКТ,10
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Курсы React JS,Повышение квалификации,16,Очно-заочная,18900,+7 (3452) 579-799,https://tumen.videoforme.ru/,kruchkova@spbsot.ru,Связь и ИКТ,8
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Специалист Excel,Повышение квалификации,43,Очно-заочная,18200,+7 (3452) 579-799,https://tumen.videoforme.ru/,kruchkova@spbsot.ru,Связь и ИКТ,20
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Курсы Excel: продвинутый уровень,Повышение квалификации,25,Очно-заочная,15400,+7 (3452) 579-799,https://tumen.videoforme.ru/,kruchkova@spbsot.ru,Связь и ИКТ,10
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Frontend-разработчик,Повышение квалификации,56,Очно-заочная,36000,+7 (3452) 579-799,https://tumen.videoforme.ru/,kruchkova@spbsot.ru,Связь и ИКТ,20
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Верстальщик сайтов,Повышение квалификации,40,Очно-заочная,24700,+7 (3452) 579-799,https://tumen.videoforme.ru/,kruchkova@spbsot.ru,Связь и ИКТ,20
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Акция 3+1,Повышение квалификации,72,Очно-заочная,18800,+7 (3452) 579-799,https://tumen.videoforme.ru/,kruchkova@spbsot.ru,Связь и ИКТ,36
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Моушн-дизайнер,Повышение квалификации,93,Очно-заочная,32100,+7 (3452) 579-799,https://tumen.videoforme.ru/,kruchkova@spbsot.ru,СМИ/Издательство и типография,36
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Ландшафтный дизайнер,Повышение квалификации,65,Очно-заочная,26900,+7 (3452) 579-799,https://tumen.videoforme.ru/,kruchkova@spbsot.ru,Архитектура/Проектирование/Геодезия/Топография/Дизайн,20
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Профессия Дизайнер сайтов на Tilda,Повышение квалификации,72,Очно-заочная,32000,+7 (3452) 579-799,https://tumen.videoforme.ru/,kruchkova@spbsot.ru,Связь и ИКТ,36
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Коммерческий digital-иллюстратор,Повышение квалификации,60,Очно-заочная,24400,+7 (3452) 579-799,https://tumen.videoforme.ru/,kruchkova@spbsot.ru,Связь и ИКТ,20
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Курсы по заработку на Ozon и Wildberries для предпринимателей,Повышение квалификации,38,Очно-заочная,29900,+7 (3452) 579-799,https://tumen.videoforme.ru/,kruchkova@spbsot.ru,Торговля,20
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,3D-художник в геймдеве,Повышение квалификации,147,Очно-заочная,41600,+7 (3452) 579-799,https://tumen.videoforme.ru/,kruchkova@spbsot.ru,Связь и ИКТ,80
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,2D-Художник,Повышение квалификации,50,Очно-заочная,23300,+7 (3452) 579-799,https://tumen.videoforme.ru/,kruchkova@spbsot.ru,Связь и ИКТ,20
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Дизайнер интерьера,Повышение квалификации,105,Очно-заочная,36600,+7 (3452) 579-799,https://tumen.videoforme.ru/,kruchkova@spbsot.ru,Дизайн,36
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,After Effects,Повышение квалификации,26,Очно-заочная,15500,+7 (3452) 579-799,https://tumen.videoforme.ru/,kruchkova@spbsot.ru,Связь и ИКТ,10
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Autodesk AutoCAD,Повышение квалификации,26,Очно-заочная,12600,+7 (3452) 579-799,https://tumen.videoforme.ru/,kruchkova@spbsot.ru,Связь и ИКТ,10
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,UX-дизайна,Повышение квалификации,20,Очно-заочная,7800,+7 (3452) 579-799,https://tumen.videoforme.ru/,kruchkova@spbsot.ru,Архитектура/Проектирование/Геодезия/Топография/Дизайн,10
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,ArchiCad для дизайнеров интерьера,Повышение квалификации,21,Очно-заочная,9100,+7 (3452) 579-799,https://tumen.videoforme.ru/,kruchkova@spbsot.ru,Связь и ИКТ,10
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Продающего визуала для маркетплейсов,Повышение квалификации,20,Очно-заочная,11400,+7 (3452) 579-799,https://tumen.videoforme.ru/,kruchkova@spbsot.ru,Связь и ИКТ,10
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Курсы системного администрирования,Повышение квалификации,61,Очно-заочная,23900,+7 (3452) 579-799,https://tumen.videoforme.ru/,kruchkova@spbsot.ru,Связь и ИКТ,20
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Курсы пищевого поведения,Повышение квалификации,20,Очно-заочная,11400,+7 (3452) 579-799,https://tumen.videoforme.ru/,kruchkova@spbsot.ru,Образование и наука,10
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Полный курс астрологии,Повышение квалификации,26,Очно-заочная,11400,+7 (3452) 579-799,https://tumen.ecolespb.ru/,kruchkova@spbsot.ru,Образование и наука,10
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Курсы менеджера AliExpress,Повышение квалификации,22,Очно-заочная,29900,+7 (3452) 579-799,https://tumen.ecolespb.ru/,kruchkova@spbsot.ru,Торговля,10
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Cinema 4D,Повышение квалификации,20,Очно-заочная,12600,+7 (3452) 579-799,https://tumen.ecolespb.ru/,kruchkova@spbsot.ru,Связь и ИКТ,10
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Психолог-коуч,Повышение квалификации,42,Очно-заочная,16700,+7 (3452) 579-799,https://tumen.ecolespb.ru/,kruchkova@spbsot.ru,Образование и наука,20
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Корпоративный психолог,Повышение квалификации,72,Очно-заочная,26200,+7 (3452) 579-799,https://tumen.ecolespb.ru/,kruchkova@spbsot.ru,Образование и наука,36
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Курсы коучинга,Повышение квалификации,20,Очно-заочная,11400,+7 (3452) 579-799,https://tumen.ecolespb.ru/,kruchkova@spbsot.ru,Образование и наука,10
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Практический курс НЛП,Повышение квалификации,20,Очно-заочная,12600,+7 (3452) 579-799,https://tumen.ecolespb.ru/,kruchkova@spbsot.ru,Образование и наука,10
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Детский психолог,Повышение квалификации,93,Очно-заочная,30700,+7 (3452) 579-799,https://tumen.ecolespb.ru/,kruchkova@spbsot.ru,Образование и наука,36
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Курсы гештальт-терапии,Повышение квалификации,23,Очно-заочная,11400,+7 (3452) 579-799,https://tumen.ecolespb.ru/,kruchkova@spbsot.ru,Образование и наука,10
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Курсы практической психологии: современные подходы,Повышение квалификации,20,Очно-заочная,11400,+7 (3452) 579-799,https://tumen.ecolespb.ru/,kruchkova@spbsot.ru,Образование и наука,10
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Курсы психоанализа,Повышение квалификации,26,Очно-заочная,11400,+7 (3452) 579-799,https://tumen.ecolespb.ru/,kruchkova@spbsot.ru,Образование и наука,10
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Семейный психолог,Повышение квалификации,64,Очно-заочная,28300,+7 (3452) 579-799,https://tumen.ecolespb.ru/,kruchkova@spbsot.ru,Образование и наука,20
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Курсы по работе с тревогой и паническими атаками,Повышение квалификации,22,Очно-заочная,11400,+7 (3452) 579-799,https://tumen.ecolespb.ru/,kruchkova@spbsot.ru,Образование и наука,10
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Курсы эффективной коммуникации,Повышение квалификации,40,Очно-заочная,19700,+7 (3452) 579-799,https://tumen.ecolespb.ru/,kruchkova@spbsot.ru,Образование и наука,20
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Курсы детской нейропсихологии и психокоррекции,Повышение квалификации,40,Очно-заочная,18200,+7 (3452) 579-799,https://tumen.ecolespb.ru/,kruchkova@spbsot.ru,Образование и наука,20
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Арт-терапевт,Повышение квалификации,108,Очно-заочная,39600,+7 (3452) 579-799,https://tumen.ecolespb.ru/,kruchkova@spbsot.ru,Образование и наука,36
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Курсы игротерапии и психологических игр,Повышение квалификации,32,Очно-заочная,11400,+7 (3452) 579-799,https://tumen.ecolespb.ru/,kruchkova@spbsot.ru,Образование и наука,10
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Полный курс психологии семейных отношений,Повышение квалификации,81,Очно-заочная,25000,+7 (3452) 579-799,https://tumen.ecolespb.ru/,kruchkova@spbsot.ru,Образование и наука,36
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Курсы арт-терапии для психологов,Повышение квалификации,27,Очно-заочная,11400,+7 (3452) 579-799,https://tumen.ecolespb.ru/,kruchkova@spbsot.ru,Образование и наука,10
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Игропрактик,Повышение квалификации,61,Очно-заочная,25600,+7 (3452) 579-799,https://tumen.ecolespb.ru/,kruchkova@spbsot.ru,Образование и наука,20
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Сметчик,Повышение квалификации,32,Очно-заочная,14000,+7 (3452) 579-799,https://tumen.ecolespb.ru/,kruchkova@spbsot.ru,Финансы и экономика,10
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Курсы повышения квалификации сметчиков,Повышение квалификации,16,Очно-заочная,8200,+7 (3452) 579-799,https://tumen.ecolespb.ru/,kruchkova@spbsot.ru,Финансы и экономика,8
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Курсы сметчиков для начинающих,Повышение квалификации,16,Очно-заочная,8200,+7 (3452) 579-799,https://tumen.ecolespb.ru/,kruchkova@spbsot.ru,Финансы и экономика,8
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Менеджер бизнес-процессов,Повышение квалификации,96,Очно-заочная,29400,+7 (3452) 579-799,https://tumen.ecolespb.ru/,kruchkova@spbsot.ru,Административно-управленческая и офисная деятельность,36
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Менеджер маркетплейсов,Повышение квалификации,64,Очно-заочная,29900,+7 (3452) 579-799,https://tumen.ecolespb.ru/,kruchkova@spbsot.ru,Связь и ИКТ,20
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Руководитель отдела продаж,Повышение квалификации,30,Очно-заочная,18500,+7 (3452) 579-799,https://tumen.ecolespb.ru/,kruchkova@spbsot.ru,Связь и ИКТ,10
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Курсы по открытию бизнеса с нуля,Повышение квалификации,16,Очно-заочная,6800,+7 (3452) 579-799,https://tumen.ecolespb.ru/,kruchkova@spbsot.ru,Торговля,8
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Курсы менеджера Яндекс Маркет,Повышение квалификации,26,Очно-заочная,19900,+7 (3452) 579-799,https://tumen.ecolespb.ru/,kruchkova@spbsot.ru,Торговля,10
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Курсы менеджера Ozon,Повышение квалификации,32,Очно-заочная,19900,+7 (3452) 579-799,https://tumen.ecolespb.ru/,kruchkova@spbsot.ru,Торговля,10
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Курсы менеджера Wildberries,Повышение квалификации,32,Очно-заочная,19900,+7 (3452) 579-799,https://tumen.ecolespb.ru/,kruchkova@spbsot.ru,Торговля,10
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Курсы управляющего магазином,Повышение квалификации,20,Очно-заочная,11400,+7 (3452) 579-799,https://tumen.ecolespb.ru/,kruchkova@spbsot.ru,Торговля,10
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Курсы риэлтора,Повышение квалификации,20,Очно-заочная,11400,+7 (3452) 579-799,https://tumen.ecolespb.ru/,kruchkova@spbsot.ru,Операции с недвижимостью,10
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Курсы управления бизнес-процессами,Повышение квалификации,30,Очно-заочная,18200,+7 (3452) 579-799,https://tumen.ecolespb.ru/,kruchkova@spbsot.ru,Образование и наука,10
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Курсы диспетчера-логиста,Повышение квалификации,26,Очно-заочная,11400,+7 (3452) 579-799,https://tumen.ecolespb.ru/,kruchkova@spbsot.ru,Образование и наука,10
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Курсы кадрового делопроизводства,Повышение квалификации,16,Очно-заочная,6800,+7 (3452) 579-799,https://tumen.ecolespb.ru/,kruchkova@spbsot.ru,Административно-управленческая и офисная деятельность,8
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Курсы MS Office,Повышение квалификации,27,Очно-заочная,13300,+7 (3452) 579-799,https://tumen.ecolespb.ru/,kruchkova@spbsot.ru,Образование и наука,10
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Трейдер,Повышение квалификации,45,Очно-заочная,19700,+7 (3452) 579-799,https://tumen.ecolespb.ru/,kruchkova@spbsot.ru,Финансы и экономика,20
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Профессия Актер дубляжа,Повышение квалификации,53,Очно-заочная,19000,+7 (3452) 579-799,https://tumen.ecolespb.ru/,kruchkova@spbsot.ru,СМИ/Издательство и типография,20
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Профессия Организатор мероприятий,Повышение квалификации,46,Очно-заочная,19400,+7 (3452) 579-799,https://tumen.ecolespb.ru/,kruchkova@spbsot.ru,Культура и искусство,20
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Курсы event-менеджеров,Повышение квалификации,20,Очно-заочная,11400,+7 (3452) 579-799,https://tumen.ecolespb.ru/,kruchkova@spbsot.ru,Культура и искусство,10
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Профессия Конферансье,Повышение квалификации,58,Очно-заочная,23300,+7 (3452) 579-799,https://tumen.ecolespb.ru/,kruchkova@spbsot.ru,Культура и искусство,20
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Профессия Телерадиоведущий,Повышение квалификации,26,Очно-заочная,28600,+7 (3452) 579-799,https://tumen.ecolespb.ru/,kruchkova@spbsot.ru,СМИ/Издательство и типография,10
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Курсы дикторов и создания подкастов,Повышение квалификации,26,Очно-заочная,12100,+7 (3452) 579-799,https://tumen.ecolespb.ru/,kruchkova@spbsot.ru,СМИ/Издательство и типография,10
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Курсы арт-менеджера,Повышение квалификации,20,Очно-заочная,11400,+7 (3452) 579-799,https://tumen.ecolespb.ru/,kruchkova@spbsot.ru,СМИ/Издательство и типография,10
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Звукорежиссер,Повышение квалификации,26,Очно-заочная,25800,+7 (3452) 579-799,https://tumen.ecolespb.ru/,kruchkova@spbsot.ru,Культура и искусство,10
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Курсы писательского мастерства,Повышение квалификации,40,Очно-заочная,18200,+7 (3452) 579-799,https://tumen.ecolespb.ru/,kruchkova@spbsot.ru,СМИ/Издательство и типография,20
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Курсы журналистики,Повышение квалификации,26,Очно-заочная,11000,+7 (3452) 579-799,https://tumen.ecolespb.ru/,kruchkova@spbsot.ru,СМИ/Издательство и типография,10
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Курсы женских стрижек,Повышение квалификации,126,Очная,32300,+7 (3452) 579-799,https://tumen.ecolespb.ru/,kruchkova@spbsot.ru,Парикмахерское исскусство,36
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Курсы окрашивания волос для начинающих,Повышение квалификации,84,Очная,25400,+7 (3452) 579-799,https://tumen.ecolespb.ru/,kruchkova@spbsot.ru,Парикмахерское исскусство,36
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Курсы профессионального окрашивания,Повышение квалификации,42,Очная,18300,+7 (3452) 579-799,https://tumen.ecolespb.ru/,kruchkova@spbsot.ru,Парикмахерское исскусство,20
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Курсы мужских стрижек,Повышение квалификации,84,Очная,31600,+7 (3452) 579-799,https://tumen.ecolespb.ru/,kruchkova@spbsot.ru,Парикмахерское исскусство,36
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Курсы барбера,Повышение квалификации,24,Очная,17500,+7 (3452) 579-799,https://tumen.ecolespb.ru/,kruchkova@spbsot.ru,Парикмахерское исскусство,10
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Курсы причесок и укладок,Повышение квалификации,40,Очная,16500,+7 (3452) 579-799,https://tumen.ecolespb.ru/,kruchkova@spbsot.ru,Парикмахерское исскусство,20
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Женский парикмахер,Повышение квалификации,252,Очная,65800,+7 (3452) 579-799,https://tumen.ecolespb.ru/,kruchkova@spbsot.ru,Парикмахерское исскусство,90
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Колорист,Повышение квалификации,126,Очная,37400,+7 (3452) 579-799,https://tumen.ecolespb.ru/,kruchkova@spbsot.ru,Парикмахерское исскусство,36
